"id. Response ID";"submitdate. Date submitted";"lastpage. Last page";"startlanguage. Start language";"seed. Seed";"ProlificID. Please enter your Prolific ID";"audio. Please listen to the following audio snippet and type in what you heard.   Your browser does not support the audio element. ";"q0r49[SQ001]. Please position your head to fit within the square on the camera image (top left).&gt; If the square is green, click on 'Next.'(&gt; If the Next button doesn't work right away, click a few times on any spot on the screen when the square is green.)Ensure you are in an undisturbed and well-lit room while answering the following questionnaire.Maximize your browser window.    []";"G02Q38[SQ001]. To calibrate the eye tracker, click on ALL red squares.  IMPORTANT: Move the mouse to the square, LOOK AT THE SQUARE SO THAT THE RED DOT IS NEAR THE SQUARE.Click on the square and a new square appears.The box below will be automatically checked if all was done...  Progress: 0/45       [DONE]";"G03Q39[SQ001].   Please first click and then look at the red dot in the middle of the screen for 10 seconds.  This is to ensure that the eye-tracker is correctly working... After that, the Next button will appear.     [Done]";"videoinfo. Feedback visualizations are displayed during this journey.  Please click ""Yes"" if you understand. ";"DNC. As soon as Start Video is being pressed, the video will be played in fullscreen mode. DO NOT pause the video or leave fullscreen mode. Finish watching the video before doing anything else.    Start VideoRe-enter Fullscreen  ";"correctDNC. Was the video displayed correctly?";"spacer.    ";"TLX1[TLXme]. How much mental demand was involved in receiving and processing information (e.g., thinking, deciding, calculating, remembering, looking, searching ...)? Was the task easy or challenging, simple or complex, does it require high accuracy or is it error tolerant?  []";"perceivedSafety[SQ001]. How would you estimate your current emotional state?  [Anxious | Relaxed]";"perceivedSafety[SQ002]. How would you estimate your current emotional state?  [Agitated | Calm]";"perceivedSafety[SQ003]. How would you estimate your current emotional state?  [Unsafe | Safe]";"perceivedSafety[SQ004]. How would you estimate your current emotional state?  [Timid | Confident]";"Trust[SQ002]. Evaluate the following statements:  [I trust the highly automated vehicle.]";"Trust[SQ001]. Evaluate the following statements:  [I can rely on the highly automated vehicle.]";"Trust[SQ003]. Evaluate the following statements:  [The automated vehicle state was always clear to me.]";"Trust[SQ004]. Evaluate the following statements:  [The automated vehicle reacts unpredictably.]";"Trust[SQ005]. Evaluate the following statements:  [I was able to understand why things happened.]";"Trust[SQ006]. Evaluate the following statements:  [it's difficult to identify what the automated vehicle will do next.]";"vanDerAccept[useful]. Please rate the following regarding your judgment of the system. [Useful | Useless ]";"vanDerAccept[pleas]. Please rate the following regarding your judgment of the system. [Pleasant | Unpleasant]";"vanDerAccept[bad]. Please rate the following regarding your judgment of the system. [Bad | Good]";"vanDerAccept[nice]. Please rate the following regarding your judgment of the system. [Nice | Annoying]";"vanDerAccept[effe]. Please rate the following regarding your judgment of the system. [Effective | Superfluous]";"vanDerAccept[irri]. Please rate the following regarding your judgment of the system. [Irritating | Likeable]";"vanDerAccept[assis]. Please rate the following regarding your judgment of the system. [Assisting | Worthless]";"vanDerAccept[undes]. Please rate the following regarding your judgment of the system. [Undesirable | Desirable]";"vanDerAccept[rais]. Please rate the following regarding your judgment of the system. [Raising Alertness | Sleep-Inducing]";"CSUS[freq]. Please answer the following questions [I think that I would like to use these visualizations frequently.]";"CSUS[complex]. Please answer the following questions [I found the visualizations unnecessarily complex.]";"distraction5[SQ001]. Please select the fifth option. []";"perception[p1b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all pedestrians in every situation perfectly.]";"perception[p2b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all vehicles in every situation perfectly.]";"perception[p3b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all signposts in every situation perfectly.]";"perception[pintention]. Please indicate your agreement with following statements. [The automated vehicle predicts all pedestrian intentions in every scene perfectly.]";"perception[p4b]. Please indicate your agreement with following statements. [The automated vehicle has perfect longitudinal guidance (braking, acceleration, ...).]";"perception[p5b]. Please indicate your agreement with following statements. [The automated vehicle has perfect lateral guidance (keeping track, staying on the road).]";"perception[unsafeJudgement]. Please indicate your agreement with following statements. [The automated vehicle made an unsafe judgement in this situation.]";"perception[reactapprop]. Please indicate your agreement with following statements. [The automated vehicle reacted appropriately to the environment.]";"perception[performbetter]. Please indicate your agreement with following statements. [I would have performed better than the automated vehicle in this situation.]";"perception[willdo]. Please indicate your agreement with following statements. [It was always clear what the automated vehicle will do next.]";"TUI[SQ001]. Please rate the following statements. [In the virtual situation I could forget my real problems.]";"TUI[SQ002]. Please rate the following statements. [When I use the virtual simulation, I feel like I'm in another world.]";"TUI[SQ003]. Please rate the following statements. [During the virtual simulation I completely forgot the world around me.]";"TUI[SQ004]. Please rate the following statements. [Through the virtual simulation I had the feeling of really experiencing the situation.]";"SART11[SART1]. Instability of Situation   How changeable is the situation? Is the situation highly unstable and likely to change suddenly (High) or is it very stable and straightforward (Low)?  []";"SART21[SART2]. Complexity of Situation   How complicated is the situation? Is it complex with many interrelated components (High) or is it simple and straightforward (Low)?  []";"SART31[SART3]. Variability of Situation   How many variables are changing within the situation? Are there a large number of factors varying (High) or are there very few variables changing (Low)?  []";"SART41[SART4]. Arousal   How aroused are you in the situation? Are you alert and ready for activity (High) or do you have a low degree of alertness (Low)?  []";"SART51[SART5]. Concentration of Attention   How much are you concentrating on the situation? Are you concentrating on many aspects of the situation (High) or focussed on only one (Low)?  []";"distractor1[SART5]. Examination of Attention  Please select the first option.  []";"SART61[SART6]. Division of Attention   How much is your attention divided in the situation? Are you concentrating on many aspects of the situation (High) or focussed on only one (Low)?  []";"SART71[SART7]. Spare Mental Capacity   How much mental capacity do you have to spare in the situation? Do you have sufficient to attend to many variables (High) or nothing to spare at all (Low)?  []";"SART81[SART8]. Information Quantity   How much information have you gained about the situation? Have you received and understood a great deal of knowledge (High) or very little (Low)?  []";"SART91[SART9]. Information Quality  How good/accurate/of value was the information provided? Was it accessible, usable, and accurate (High) or difficult to obtain and inaccurate (Low)?  []";"SART101[SART10]. Familiarity with Situation   How familiar are you with the situation? Do you have a great deal of relevant experience (High) or is it a new situation (Low)?  []";"drivingstyle[SART1]. Driving Style  How would you rate the driving style of the automated vehicle?  []";"ownq[expected]. Please answer the questions. [The automated vehicle drove as I expected at all times.]";"ownq[clearReason]. Please answer the questions. [The reasons for the automated vehicle's behavior were clear to me at all times.]";"ownq[reason]. Please answer the questions. [I think the visualizations provided were reasonable.]";"ownq[necc]. Please answer the questions. [I think the visualizations provided were necessary.]";"ownq[clutter]. Please answer the questions. [I think there were too many visualizations provided.]";"ownq[moreper]. Please answer the questions. [I would have liked more information regarding the automated vehicle's perception (what did the automated vehicle ""see"").]";"ownq[morepre]. Please answer the questions. [I would have liked more information regarding the automated vehicle's predictions (how does the automated vehicle think the future will be).]";"ownq[moreego]. Please answer the questions. [I would have liked more information regarding the automated vehicle's future path (where will the automated vehicle drive to).]";"distractorFinal[AC01X]. Please indicate your agreement with the statement below:  [Please select ""Strongly Agree"" in order to show that you are paying attention to this question.]";"rankVisualizationsX[1]. Please sort the different visualisations according to your preferences. [Rank 1]";"rankVisualizationsX[2]. Please sort the different visualisations according to your preferences. [Rank 2]";"rankVisualizationsX[3]. Please sort the different visualisations according to your preferences. [Rank 3]";"rankVisualizationsX[4]. Please sort the different visualisations according to your preferences. [Rank 4]";"ImprovementVis. Regarding the autonomous vehicle that you have been driving virtually for the last few days:  Is there a way(s) to further improve your sense of safety in this vehicle? If so, please describe these option(s) here. ";"opinion. What did you find particularly good / particularly bad about the visualizations? What would you change?";"behaviorOpen. How do you think autonomous vehicles will change people's behavior?";"concerns[safety]. Please indicate to what extent you agree with the following statements. [I would feel safe living in a region where many autonomous vehicles are in use.]";"concerns[infra]. Please indicate to what extent you agree with the following statements. [I am concerned about the impact of the infrastructure of autonomous vehicles (e.g. charging stations) on the cityscape.]";"concerns[impact]. Please indicate to what extent you agree with the following statements. [I believe that autonomous vehicles will significantly change human behaviour.]";"assum[det].  [I believe current automated vehicles can perfectly detect all driving-relevant objects]";"assum[pred].  [I believe current automated vehicles can perfectly predict where all driving-relevant objects will be in the near future]";"assum[man].  [I believe current automated vehicles can perfectly plan and execute their own behavior]";"feedback. Here, you can give open feedback regarding concerns, improvement proposals, and other thoughts."
"12";"1980-01-01 00:00:00";"9";"en";"1570547413";"66661b1242b581f199e49f4c";"132";"Y";"Y";"Y";"Y";"";"Y";"";"10";"3";"3";"3";"2";"4";"5";"4";"1";"4";"1";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"1";"4";"1";"5";"7";"7";"6";"6";"7";"7";"1";"7";"4";"6";"4";"5";"5";"5";"7";"6";"6";"5";"5";"1";"6";"2";"2";"2";"3";"2";"6";"7";"6";"6";"1";"6";"6";"6";"5";"PedIn";"VehDe";"PedDe";"SigDe";"I would say to have it a little more aware of its surroundings. At times the automated driving made some sketchy decisions but, overall it drove very well. It could you better awareness of what pedestrians are going to do as to I feel like those are where it struggled at times. ";"I loved that it kept track of what pedestrians were doing. Its an awesome feature which I'm sure will be improved on in the future. It has a hard time detecting people on motorcycles and bikes I noticed though. Other then that was an enjoyable experience.";"It will make driving easier for people who aren't capable of doing so. I feel like many people drive recklessly and being able to have things automated can control some of that from happening.";"6";"4";"5";"6";"8";"8";"Was a fun study and I enjoyed the opportunity of learning more about automated driving."
"13";"1980-01-01 00:00:00";"9";"en";"1136381100";"5e05ab290db892fcd8036b1a";"132";"Y";"Y";"Y";"Y";"";"Y";"";"20";"3";"3";"3";"3";"4";"4";"4";"1";"4";"4";"2";"0";"0";"0";"2";"0";"2";"neg1";"2";"4";"1";"5";"2";"7";"7";"2";"7";"7";"1";"7";"4";"3";"7";"7";"7";"7";"7";"7";"7";"7";"7";"1";"7";"7";"6";"6";"7";"1";"7";"7";"7";"7";"1";"2";"2";"7";"5";"PedIn";"PedDe";"VehDe";"SigDe";"I would like the Intention of Pedestrians to be more firm and clear, and for the vehicle to slow down or stop when there is any doubt. I also saw no indication that the car was checking its ""blind spot"" for cyclists and pedestrians, but perhaps that is already built in.";"The Intention of Pedestrians was unclear, confusing and worrying. Other than that, it felt much safer than I was originally expecting.";"I think we will be more relaxed if and when we can fully trust it and leave it do its job whilst we rest of do other things.";"6";"1";"6";"2";"2";"3";"I don't think ""we"" are able to trust automated vehicles yet, and it takes just one story in the news or on social media for their reputation to be damaged."
"14";"1980-01-01 00:00:00";"9";"en";"1004842600";"660f308e0a7a1c6ec086b467";"132";"Y";"Y";"Y";"Y";"";"Y";"";"16";"1neg";"1neg";"0";"0";"3";"3";"2";"2";"3";"3";"0";"neg1";"2";"neg1";"0";"1";"0";"0";"1";"1";"3";"5";"2";"5";"3";"2";"5";"5";"4";"4";"6";"4";"4";"5";"4";"5";"3";"3";"3";"5";"6";"1";"5";"5";"4";"5";"1";"3";"4";"4";"3";"5";"5";"6";"6";"5";"5";"PedIn";"PedDe";"VehDe";"SigDe";"I feel like the bikes should be blue like vehicles since they are rode in roads. Mopeds are blue so why are the bikes the same color as pedestrians?";"On the last video I found that the visualizations, especially signs, were kind of blurred and bright which made it chaotic to look at.  I would probably cut down the pedestrian prediction to either staying on the sidewalk or walk into the road. I found having three was a bit much.";"I don't know. Maybe make people more aware of their surroundings.";"4";"5";"4";"4";"6";"5";""
"15";"1980-01-01 00:00:00";"9";"en";"106774956";"111122223333444455556666";"132";"Y";"Y";"Y";"Y";"";"Y";"";"2";"3";"3";"3";"3";"5";"4";"5";"1";"5";"2";"2";"2";"neg2";"2";"2";"neg2";"1";"neg2";"0";"5";"1";"5";"7";"7";"7";"6";"7";"7";"1";"7";"2";"6";"6";"6";"6";"5";"2";"2";"2";"5";"3";"1";"3";"6";"6";"7";"7";"1";"7";"7";"6";"6";"1";"1";"1";"3";"5";"PedDe";"VehDe";"SigDe";"PedIn";"N/A";"N/A";"N/A";"5";"1";"5";"8";"4";"6";"N/A"
"16";"1980-01-01 00:00:00";"9";"en";"249033183";"5ca749ff98b35f0001f7559d";"132";"Y";"Y";"Y";"Y";"";"Y";"";"20";"3";"3neg";"3neg";"3neg";"1";"2";"1";"1";"1";"1";"neg2";"0";"0";"2";"2";"2";"2";"2";"2";"5";"5";"5";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"1";"3";"7";"7";"1";"1";"1";"7";"4";"7";"7";"7";"7";"7";"7";"5";"PedIn";"SigDe";"VehDe";"PedDe";"No there is not";"I liked how the video showed the car waiting for the people to cross. I didnt like how the car ran over the sign";"people would feel like there free and can do whatever they want on the road";"7";"1";"7";"10";"10";"10";"n/a"
"17";"1980-01-01 00:00:00";"9";"en";"1164969315";"62b1ed31eaaaa61b18c69032";"132";"Y";"Y";"Y";"Y";"";"Y";"";"13";"3";"3";"3";"3";"5";"5";"4";"1";"4";"3";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"2";"4";"2";"5";"6";"7";"6";"1";"7";"7";"1";"7";"3";"4";"1";"1";"1";"6";"5";"5";"5";"6";"6";"1";"4";"3";"5";"5";"5";"2";"6";"5";"5";"5";"3";"6";"6";"6";"5";"VehDe";"SigDe";"PedDe";"PedIn";"Better pedestrian prediction";"The visualizations for the cars were really good but the predictions for the pedestrians were not so great";"I think people will become complacent when they should really still be alert";"1";"6";"7";"1";"1";"4";"N/A"
"18";"1980-01-01 00:00:00";"9";"en";"1733287862";"667ff3711e30726d16f919c7";"132";"Y";"Y";"Y";"Y";"";"Y";"";"17";"1";"1";"1";"1";"3";"3";"3";"3";"3";"2";"0";"0";"neg1";"neg1";"neg1";"1";"1";"neg1";"neg1";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"5";"5";"5";"5";"3";"5";"5";"5";"1";"VehDe";"SigDe";"PedIn";"PedDe";"Not sure, as the situations were ideal and there were no instances of situations that came up.";"There should have been som situations where the car had to make a choice. Love the towns";"Not sure";"3";"3";"3";"4";"4";"4";""
"19";"1980-01-01 00:00:00";"9";"en";"30175157";"5d332957d0635b00013bd785";"132";"Y";"Y";"Y";"Y";"";"Y";"";"11";"2";"2";"2";"2";"5";"5";"5";"1";"5";"1";"2";"2";"neg2";"2";"2";"neg2";"2";"neg1";"neg1";"4";"1";"5";"7";"7";"6";"7";"7";"7";"1";"7";"4";"7";"5";"6";"6";"6";"3";"3";"3";"4";"4";"1";"4";"3";"4";"4";"3";"1";"7";"6";"6";"6";"1";"6";"6";"6";"5";"PedDe";"VehDe";"SigDe";"PedIn";"Overall, it's pretty good. The only thing I noticed, is that it doesn't seem to mark caution barriers just the small indicators but not the barrier itself. I wonder what it would do if it came across a road sealed off by construction barriers but with no indicators.";"I think having a distinct color for bikes and mopeds would be nice, something like purple. Also, it seems that city lights are mistaken for signs in the distance. ";"I think it's going to make the roadways safer and it's going to save a lot of lives doing so. It will also free up time for other activities you could do while commuting. ";"6";"2";"4";"8";"7";"7";""
"20";"1980-01-01 00:00:00";"9";"en";"1481603538";"6096ee4ed5f41e6e17598ec9";"132";"Y";"Y";"Y";"Y";"";"Y";"";"3";"3";"3";"3";"3";"4";"4";"5";"1";"4";"2";"2";"2";"neg2";"2";"2";"neg2";"2";"neg1";"0";"3";"2";"5";"6";"6";"7";"6";"6";"6";"1";"6";"4";"5";"5";"7";"7";"7";"4";"5";"6";"5";"5";"1";"5";"6";"6";"6";"2";"2";"6";"6";"5";"5";"3";"4";"4";"5";"5";"PedIn";"VehDe";"SigDe";"PedDe";"The vehicle from my point of view seems extremely safe, always driving the correct speed limit which is something not all us humans can say. I believe in many ways its already safer then how I personally drive my vehicle. I can only recommend working on the current module or setup to improve it further in detecting pedestrians and other cars. Its already safe as it is though but as time progresses I suppose it will only get better.";"I at times believed there were to many visuals. It wasn't bad but after awhile it would give me a headache, I am assuming this is how we see the world inside a automated vehicle because I have never been in one. If this is not the case then I believe the visuals were perfect for the vehicle to understand what is around it and to be safe with the people inside. I would like to see a automated vehicle that had both these visuals and a option to turn it off. Like, it would be pretty cool to be inside a car that had a front windshield displaying what the vehicle saw. I dont think its like that but would be cool. ";"I think it will give me people to much relaxation. I could see myself falling asleep early in the morning on my commute to work. I dont see myself falling asleep during the first few months of owning such a vehicle but after awhile getting comfortable and feeling 100 percent safe I could see myself dazing off a bit. Having this feature would be amazing but the price would not be amazing. So over all I think automated vehicles is a bonus to life. Its a great thing to have. I would definitely opt for the vehicle that has both on and off automated driving. I always believed in the future automated vehicles would be the thing. ";"5";"1";"6";"9";"9";"8";"Its been a blast watching the world from a automated vehicles point of view. Its amazing to me that technology has gone this far. I dont know if we have this type of technology in the USA. I know Tesla has some automated vehicles but honestly I do not see them much. Thank you again its been a blast these last few days! Very fun! "
"21";"1980-01-01 00:00:00";"9";"en";"811925628";"614f89c684db5a8edbbd8ab8";"132";"Y";"Y";"Y";"Y";"";"Y";"";"6";"3neg";"3neg";"3neg";"3neg";"4";"4";"4";"1";"4";"1";"neg1";"neg1";"2";"0";"neg1";"2";"neg1";"2";"2";"2";"2";"5";"5";"6";"6";"5";"6";"6";"1";"6";"2";"4";"1";"1";"1";"1";"2";"3";"2";"2";"3";"1";"3";"3";"4";"4";"2";"2";"6";"6";"4";"3";"5";"4";"4";"4";"5";"VehDe";"PedDe";"PedIn";"SigDe";"It would be good to have the ability to turn up or turn down the level of detail displayed.
";"Additionally the flashing can be a bit much at times.
It can be distracting/annoying at times.
";"It will make them more distracted than they already are, but a bit safer since they aren't doing multiple things and driving at the same timel.
";"6";"2";"6";"8";"4";"8";""
"23";"1980-01-01 00:00:00";"9";"en";"1690582444";"5d5c25578af5fd0001ef3aee";"132";"Y";"Y";"Y";"Y";"";"Y";"";"4";"3";"3";"3";"3";"4";"4";"4";"1";"4";"1";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"2";"4";"1";"5";"6";"6";"6";"6";"6";"6";"1";"6";"4";"6";"5";"5";"5";"5";"4";"5";"5";"5";"5";"1";"4";"4";"6";"6";"6";"2";"6";"6";"6";"6";"1";"1";"1";"1";"5";"PedIn";"VehDe";"SigDe";"PedDe";"Provide a warning on the dashboard of oncoming traffic and pedestrians";"The visualizations were very lifelike. I felt these were real life scenarios. I would provide background sound like how it would sound in real life";"People will not focus as much on the road. They will become more dependable on the autonomous vehicles";"5";"3";"4";"7";"7";"7";"I am concerned that people will become too reliant on the autonomous vehicles and will become more careless"
"24";"1980-01-01 00:00:00";"9";"en";"1784877153";"6677f5427f4f962c707a91bb";"one three two";"Y";"Y";"Y";"Y";"";"Y";"";"5";"3";"3";"3";"2";"5";"5";"4";"1";"5";"3";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"neg1";"2";"3";"5";"6";"6";"6";"6";"6";"6";"1";"6";"4";"3";"5";"5";"6";"6";"2";"4";"4";"1";"6";"1";"5";"5";"6";"6";"5";"1";"6";"3";"6";"4";"6";"7";"7";"7";"5";"SigDe";"VehDe";"PedIn";"PedDe";"The sense of safety maybe visible symbols to which way the car was intending to go. ";"I think if there were indications of direction such as turn signal being visible if turning because at lanes where you could turn or move forward it would be nice to know the direction in which the car was attempting to go. ";"I think it will lead to more flexability for drivers. When all vehicles are automated then you can achieve the safest possible movement in a vehicle from start to end destination. ";"7";"3";"6";"6";"3";"3";"The word perfect is used very often and in human behavior driving there is no perfect and I don't believe that perfect can happen as conditions such as weather and unforseen circumstances can arise before even humans much less an automated system can react to quick enough to avoid an incident. "
"25";"1980-01-01 00:00:00";"9";"en";"833413606";"60fd6618f9a377f54dcdf318";"132";"Y";"Y";"Y";"Y";"";"Y";"";"10";"3neg";"3neg";"3neg";"3neg";"3";"3";"4";"1";"5";"1";"2";"1";"neg1";"1";"2";"neg1";"2";"neg1";"1";"2";"2";"5";"4";"3";"3";"4";"3";"3";"1";"6";"5";"6";"1";"1";"1";"1";"4";"2";"2";"2";"2";"1";"2";"2";"2";"3";"3";"2";"6";"6";"6";"6";"1";"1";"1";"1";"5";"PedDe";"VehDe";"PedIn";"SigDe";"I dont think so.";"I wouldn't change anything. The program recognized pedestrians well. ";"they will drive more carefully. ";"3";"6";"5";"4";"3";"4";""
"26";"1980-01-01 00:00:00";"9";"en";"249208779";"65cbe8940549c170484ea078";"one three two";"Y";"Y";"Y";"Y";"";"Y";"";"8";"2";"3";"3";"2";"5";"5";"5";"1";"5";"1";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"neg1";"5";"1";"5";"7";"7";"7";"7";"7";"7";"1";"7";"1";"7";"7";"7";"7";"4";"2";"3";"4";"4";"5";"1";"5";"6";"5";"4";"5";"1";"7";"7";"7";"7";"1";"4";"5";"5";"5";"VehDe";"PedDe";"SigDe";"PedIn";"I think its super safe and was completely predictable! I think perhaps being able to hear the future path would be useful.";"Very great visuals! no comments on how to improve. The system did indicate a statue was a pedestrian in one of them but it was not a big issue.";"It will make life a bit easier if working properly. ";"7";"1";"6";"10";"10";"10";""
"27";"1980-01-01 00:00:00";"9";"en";"1015509979";"66c6af5630db21d563e02098";"132";"Y";"Y";"Y";"Y";"";"Y";"";"3";"3";"3";"3";"3";"5";"5";"5";"3";"5";"4";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"0";"5";"1";"5";"7";"7";"7";"7";"7";"7";"1";"7";"5";"6";"7";"6";"7";"6";"2";"1";"3";"1";"3";"1";"3";"3";"6";"7";"6";"1";"7";"7";"7";"7";"1";"7";"7";"7";"5";"VehDe";"PedDe";"PedIn";"SigDe";"I have listed some previous questions that could help with the autonomous vehicle's performance. Though I do believe that there were some signs in the previous video that were not highlighted in yellow so improve more on the detection of street signs should be looked into. ";"I like how outstanding the highlights are at night. I feel like it can be unsafe at times when you cannot see a pedestrian at night so being able to see them visually in red and the detection system senses their movements, made me felt very safe and comfortable compared to regular driving. ";"Well, it is a nice leisurely ride opportunity, but I feel like many people will take this for granted on the freeway or even while they are sleeping during the ride. It can be dangerous, but it depends entirely on the person who utilizes the autonomous driving system. ";"6";"6";"7";"8";"9";"5";"Thank you for the survey. I hope my previous responses are helpful for your research and hope to do more surveys like this in the nearby future. Take care!"
"28";"1980-01-01 00:00:00";"9";"en";"1519035360";"615528d84655a2ab9655a686";"one three two";"Y";"Y";"Y";"Y";"";"Y";"";"5";"3";"3";"3";"3";"4";"4";"4";"1";"4";"1";"2";"1";"neg1";"1";"2";"neg1";"2";"neg1";"1";"3";"2";"5";"3";"6";"5";"2";"7";"7";"1";"7";"4";"6";"6";"2";"5";"5";"5";"6";"6";"4";"6";"1";"5";"5";"4";"6";"6";"2";"6";"6";"5";"6";"2";"6";"6";"6";"5";"PedDe";"PedIn";"SigDe";"VehDe";"A way that doesn't glitch out the 'pedestrian intention' icons so much, it seems safe enough I suppose but it still adds an extra layer of stress I think.";"I think the visualizations were good for the most part, however making them more stable somehow should definitely be a priority, as well as during nighttime some visualizations got worse/the system had a harder time of detecting them.";"It'll change the transit landscape completely. I think making transport more accessible to people has the potential to be paradigm shifting as far as behavior goes, in many ways I can't even really comprehend.";"4";"4";"4";"4";"4";"4";"I think the technology will just have to continue to be developed, I don't believe it's there yet from what I've seen, it's an incredibly difficult task but I believe it'll be there sooner than later."
"29";"1980-01-01 00:00:00";"9";"en";"1828060497";"613929236e3092c6bad219ab";"one three two";"Y";"Y";"Y";"Y";"";"Y";"";"12";"2neg";"2neg";"1neg";"1neg";"4";"5";"5";"1";"5";"1";"2";"2";"neg2";"2";"2";"neg2";"2";"neg2";"0";"5";"3";"5";"7";"7";"7";"3";"7";"7";"1";"7";"4";"7";"7";"7";"7";"7";"5";"4";"4";"5";"5";"1";"5";"4";"5";"5";"5";"2";"7";"7";"7";"7";"4";"5";"5";"5";"5";"VehDe";"SigDe";"PedDe";"PedIn";"n/a";"it was good i just wish the visualizations for the pedestrians were clearer";"i think everything will be more positive, drivers won't get aggressive driving";"6";"4";"6";"5";"7";"7";"it was very interesting"
"30";"1980-01-01 00:00:00";"9";"en";"1324814382";"66be08b5f9433fa1e4f9decc";"132";"Y";"Y";"Y";"Y";"";"Y";"";"13";"3";"3";"3";"3";"3";"4";"4";"2";"3";"3";"2";"2";"0";"1";"1";"neg1";"2";"0";"1";"5";"2";"5";"7";"7";"7";"7";"5";"7";"2";"7";"3";"3";"7";"6";"6";"5";"5";"4";"5";"6";"5";"1";"4";"3";"5";"5";"5";"3";"5";"4";"6";"6";"2";"7";"7";"7";"5";"SigDe";"VehDe";"PedIn";"PedDe";"If I were to improve my sense of safety I would go in detail about how the autonomous vehicle makes predictions and how it determines it's path. I'm really interested to know how it stays inside of the lines.";"i thought the visualizations painted a perfect picture of what it felt like being inside of the automation. Bad was the detection of oedestrians that weren't visible. It made me have anxiety seeing those signals.";"It could potentially make driving more safe.";"7";"6";"7";"4";"2";"1";"The last question on the page prior to this one is in German. I had to use google translate to translate what ""stimme gar nicht zu"" meant in english."
"31";"1980-01-01 00:00:00";"9";"en";"1628086185";"66608717511d33975d38bd34";"one three two";"Y";"Y";"Y";"Y";"";"Y";"";"15";"1";"1";"1";"1neg";"4";"4";"4";"4";"4";"4";"1";"neg1";"0";"neg1";"1";"1";"1";"0";"neg1";"2";"2";"5";"2";"6";"6";"2";"6";"6";"2";"6";"4";"6";"2";"2";"5";"2";"5";"6";"5";"3";"5";"1";"5";"2";"6";"5";"5";"2";"5";"6";"6";"5";"4";"2";"6";"6";"5";"VehDe";"SigDe";"PedDe";"PedIn";"I believe that this vehicle has been driving safely, however as someone who has mainly driven in Canada I am not entirely sure if there are road rules that differ that I would be unaware of here";"The pedestrian intention tagging is occasionally poor, with tags appearing where no pedestrians are present, and tags often being incorrect";"I believe that people may be more anxious about autonomous vehicles until a significant amount are present, as they may be perceived to be untrustworthy when dealing with a majority of human drivers";"5";"4";"5";"7";"7";"9";""
"32";"1980-01-01 00:00:00";"9";"en";"766157281";"55b237e6fdf99b19ea79d2f7";"132";"Y";"Y";"Y";"Y";"";"Y";"";"20";"3";"3";"3";"2";"1";"2";"2";"4";"2";"4";"1";"neg2";"neg1";"neg2";"0";"2";"1";"neg1";"2";"2";"3";"5";"3";"6";"5";"3";"7";"5";"7";"2";"7";"3";"7";"7";"7";"7";"6";"7";"7";"7";"7";"1";"7";"1";"4";"4";"2";"5";"1";"1";"5";"5";"4";"7";"7";"7";"5";"PedDe";"PedIn";"SigDe";"VehDe";"I would want to know that I can immediately take over the wheel at any time to help correct the vehicle when it does incorrect things. For example, in this video, the car continued driving when there was a *red* street light. I would want to be able to quickly grab the wheel, put my foot on the break, to keep the car from driving forward on its own.  But I have to say, that if I had been in this car, I would have panicked due to the car not stopping for the red light.";"I liked two things a lot -- 1.) The yellow highlight over   street signs. I've literally said to people before that I think street signs need to be a more bold color (white sometimes gets missed!) so that they are  harder to miss. Separately, I liked the dark blue highlight for people who are in the street. The streets shown in the videos are much narrower than I am used to (our streets are typically wider), so it made me nervous when seeing people do things like jump over the concrete median on such a narrow street, and so near to ""my"" car, with very little room to spare. The light blue and dark blue highlights over the people jumping over the concrete median made them stand out and were much more noticeable to me.   CHANGE: I think I would change the blue hightlight over all the other vehicles.  All the different highlights were really hard for me to get used to because it made so many more things stand out to me, but the vehicles being highlighted really was too much for me, on top of the other different highlight colors.  Maybe make the vehicles highlighted ONLY when you are in a high-crash type situation, like maybe when you are changing lanes. The cars around you should then be highlighted when you turn your turn signal on, so that you can then make sure you don't hit another car that you might not see when changing lanes.";"I think a large number of people will be jerks and do something in autonomous vehicles that makes it so that they don't pay attention to the road at all. For example, here in the US, we have already had situations where someone got into the back seat of the car and laid down to sleep while their self-driving car was driving down the road. Another news article pointed out that a guy was busy watching pornography while his autonomous car was driving for him.  For someone like ME, however; I think it will change my behavior IF we can get to the point where these types of cars are more safe than human drivers. It will help me to feel more safe. I don't feel like we are at that point yet. I would them be MORE willing to drive longer distances and in situations where I typically don't drive because I feel unsafe (our  busy freeways in my city, would be one example). ";"3";"4";"3";"1";"3";"2";"Very interesting study! Thank you. :)"
