id. Response ID;submitdate. Date submitted;lastpage. Last page;startlanguage. Start language;seed. Seed;ProlificID. Please enter your Prolific ID;age. How old are you?    (in years)  ;gender. What gender do you identify yourself with?;education. What is your highest educational level?;job. What is the best way to describe your professional status?;license. How long do you have a driver's license?    (in years);drivingfrequency. How often do you drive a car/motorcycle/scooter or similar?;distance. How many kilometers did you drive by car last year?;interest[SQ001]. Are you interested in autonomous driving? [I am interested in autonomous driving. ];interest[SQ002]. Are you interested in autonomous driving? [I think that autonomous driving will make my life easier.];interest[SQ003]. Are you interested in autonomous driving? [I think that autonomous driving will become reality in the next 10 years (until 2034).];assum[det].  [I believe current automated vehicles can perfectly detect all driving-relevant objects.];assum[pred].  [I believe current automated vehicles can perfectly predict where all driving-relevant objects will be in the near future.];assum[man].  [I believe current automated vehicles can perfectly plan and execute their own behavior.];audio. Please listen to the following audio snippet and type in what you heard.   Your browser does not support the audio element. ;"r203q0[SQ001]. Please position your head to fit within the square on the camera image (top left).&gt; If the square is green, click on 'Next.'(&gt; If the Next button doesn't work right away, click a few times on any spot on the screen when the square is green.)Ensure you are in an undisturbed and well-lit room while answering the following questionnaire.Maximize your browser window.    []";G02Q38[SQ001]. To calibrate the eye tracker, click on ALL red squares.  IMPORTANT: Move the mouse to the square, LOOK AT THE SQUARE SO THAT THE RED DOT IS NEAR THE SQUARE.Click on the square and a new square appears.The box below will be automatically checked if all was done...  Progress: 0/45       [DONE];G03Q39[SQ001].   Please first click and then look at the red dot in the middle of the screen for 10 seconds.  This is to ensure that the eye-tracker is correctly working... After that, the Next button will appear.     [Done];"general. You will see a video of a driving session in a highly automated vehicle.  The vehicle takes over lateral and longitudinal control (braking, accelerating, steering).  The vehicle attempts to (1) detect objects in the scene and (2) recognize the intent of pedestrians:   1. Object Detection:  Detected vehicles, pedestrians and traffic lights are marked in color. The marking is realized by coloring the respective object.The following color assignment applies: pedestrians and cyclists are marked in red, vehicles are marked in blue, and traffic lights as well as traffic signs are marked in yellow.                 2. Pedestrian Intention Recognition:  While driving, a symbol is displayed above detected pedestrians. Symbols above people whose intention has been safely detected are displayed in two colors:They are displayed in light blue if the intention is to stay on the sidewalk, or in dark blue if the intention is to cross the street.Symbols over people whose intention was not recognized with certainty are displayed in yellow.   While watching the video, you are supposed to imagine sitting in such an automated vehicle, follow the entire journey attentively, and then assess it.   Make sure your speakers are turned on.  Please click ""Yes"" if you understand.   You will have to start the video. Fullscreen will be enabled automatically. Scriptblockers have to be disabled.  You will not be able to go to the next page until after the video was shown completely.  ";"videoinfo. Feedback visualizations are displayed during this journey.  Please click ""Yes"" if you understand. ";DNC. As soon as Start Video is being pressed, the video will be played in fullscreen mode. DO NOT pause the video or leave fullscreen mode. Finish watching the video before doing anything else.    Start VideoRe-enter Fullscreen  ;correctDNC. Was the video displayed correctly?;spacer.    ;TLX1[TLXme]. How much mental demand was involved in receiving and processing information (e.g., thinking, deciding, calculating, remembering, looking, searching ...)? Was the task easy or challenging, simple or complex, does it require high accuracy or is it error tolerant?  [];perceivedSafety[SQ001]. How would you estimate your current emotional state?  [Anxious | Relaxed];perceivedSafety[SQ002]. How would you estimate your current emotional state?  [Agitated | Calm];perceivedSafety[SQ003]. How would you estimate your current emotional state?  [Unsafe | Safe];perceivedSafety[SQ004]. How would you estimate your current emotional state?  [Timid | Confident];Trust[SQ002]. Evaluate the following statements:  [I trust the highly automated vehicle.];Trust[SQ001]. Evaluate the following statements:  [I can rely on the highly automated vehicle.];Trust[SQ003]. Evaluate the following statements:  [The automated vehicle state was always clear to me.];Trust[SQ004]. Evaluate the following statements:  [The automated vehicle reacts unpredictably.];Trust[SQ005]. Evaluate the following statements:  [I was able to understand why things happened.];Trust[SQ006]. Evaluate the following statements:  [it's difficult to identify what the automated vehicle will do next.];distraction5[SQ001]. Please select the fifth option. [];vanDerAccept[useful]. Please rate the following regarding your judgment of the system. [Useful | Useless ];vanDerAccept[pleas]. Please rate the following regarding your judgment of the system. [Pleasant | Unpleasant];vanDerAccept[bad]. Please rate the following regarding your judgment of the system. [Bad | Good];vanDerAccept[nice]. Please rate the following regarding your judgment of the system. [Nice | Annoying];vanDerAccept[effe]. Please rate the following regarding your judgment of the system. [Effective | Superfluous];vanDerAccept[irri]. Please rate the following regarding your judgment of the system. [Irritating | Likeable];vanDerAccept[assis]. Please rate the following regarding your judgment of the system. [Assisting | Worthless];vanDerAccept[undes]. Please rate the following regarding your judgment of the system. [Undesirable | Desirable];vanDerAccept[rais]. Please rate the following regarding your judgment of the system. [Raising Alertness | Sleep-Inducing];CSUS[freq]. Please answer the following questions [I think that I would like to use these visualizations frequently.];CSUS[complex]. Please answer the following questions [I found the visualizations unnecessarily complex.];perception[p1b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all pedestrians in every situation perfectly.];perception[p2b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all vehicles in every situation perfectly.];perception[p3b]. Please indicate your agreement with following statements. [The automated vehicle recognizes all signposts in every situation perfectly.];perception[pintention]. Please indicate your agreement with following statements. [The automated vehicle predicts all pedestrian intentions in every scene perfectly.];perception[p4b]. Please indicate your agreement with following statements. [The automated vehicle has perfect longitudinal guidance (braking, acceleration, ...).];perception[p5b]. Please indicate your agreement with following statements. [The automated vehicle has perfect lateral guidance (keeping track, staying on the road).];perception[unsafeJudgement]. Please indicate your agreement with following statements. [The automated vehicle made an unsafe judgement in this situation.];perception[reactapprop]. Please indicate your agreement with following statements. [The automated vehicle reacted appropriately to the environment.];perception[performbetter]. Please indicate your agreement with following statements. [I would have performed better than the automated vehicle in this situation.];perception[willdo]. Please indicate your agreement with following statements. [It was always clear what the automated vehicle will do next.];TUI[SQ001]. Please rate the following statements. [In the virtual situation I could forget my real problems.];TUI[SQ002]. Please rate the following statements. [When I use the virtual simulation, I feel like I'm in another world.];TUI[SQ003]. Please rate the following statements. [During the virtual simulation I completely forgot the world around me.];TUI[SQ004]. Please rate the following statements. [Through the virtual simulation I had the feeling of really experiencing the situation.];SART11[SART1]. Instability of Situation   How changeable is the situation? Is the situation highly unstable and likely to change suddenly (High) or is it very stable and straightforward (Low)?  [];SART21[SART2]. Complexity of Situation   How complicated is the situation? Is it complex with many interrelated components (High) or is it simple and straightforward (Low)?  [];SART31[SART3]. Variability of Situation   How many variables are changing within the situation? Are there a large number of factors varying (High) or are there very few variables changing (Low)?  [];SART41[SART4]. Arousal   How aroused are you in the situation? Are you alert and ready for activity (High) or do you have a low degree of alertness (Low)?  [];SART51[SART5]. Concentration of Attention   How much are you concentrating on the situation? Are you concentrating on many aspects of the situation (High) or focussed on only one (Low)?  [];SART61[SART6]. Division of Attention   How much is your attention divided in the situation? Are you concentrating on many aspects of the situation (High) or focussed on only one (Low)?  [];SART71[SART7]. Spare Mental Capacity   How much mental capacity do you have to spare in the situation? Do you have sufficient to attend to many variables (High) or nothing to spare at all (Low)?  [];distractor1[SART5]. Examination of Attention  Please select the first option.  [];SART81[SART8]. Information Quantity   How much information have you gained about the situation? Have you received and understood a great deal of knowledge (High) or very little (Low)?  [];SART91[SART9]. Information Quality  How good/accurate/of value was the information provided? Was it accessible, usable, and accurate (High) or difficult to obtain and inaccurate (Low)?  [];SART101[SART10]. Familiarity with Situation   How familiar are you with the situation? Do you have a great deal of relevant experience (High) or is it a new situation (Low)?  [];drivingstyle[SART1]. Driving Style  How would you rate the driving style of the automated vehicle?  [];ownq[expected]. Please answer the questions. [The automated vehicle drove as I expected at all times.];ownq[clearReason]. Please answer the questions. [The reasons for the automated vehicle's behavior were clear to me at all times.];ownq[reason]. Please answer the questions. [I think the visualizations provided were reasonable.];ownq[necc]. Please answer the questions. [I think the visualizations provided were necessary.];ownq[clutter]. Please answer the questions. [I think there were too many visualizations provided.];"ownq[moreper]. Please answer the questions. [I would have liked more information regarding the automated vehicle's perception (what did the automated vehicle ""see"").]";ownq[morepre]. Please answer the questions. [I would have liked more information regarding the automated vehicle's predictions (how does the automated vehicle think the future will be).];ownq[moreego]. Please answer the questions. [I would have liked more information regarding the automated vehicle's future path (where will the automated vehicle drive to).];feedback. Here, you can give open feedback regarding concerns, improvement proposals, and other thoughts.
45;01.01.1980 00:00;11;en;56322052;65771b60491a7f2586a8e76e;44;A1;A4;A3;28;A1;A4;5;5;5;8;8;8;132;Y;Y;Y;Y;Y;;Y;;18;1;3neg;2neg;1neg;3;3;4;1;4;2;5;2;2;neg2;2;2;neg2;2;neg2;0;3;3;5;7;6;3;7;7;1;7;1;5;4;5;5;7;6;1;7;7;7;7;7;1;7;7;7;1;6;5;6;6;5;6;6;6;
46;01.01.1980 00:00;11;en;340141114;660cda55786e37b1cbb49717;37;A2;A3;A3;21;A1;A4;5;5;5;8;6;8;1 3 2;Y;Y;Y;Y;Y;;Y;;9;3;3;2;2;4;5;5;1;1;1;5;2;1;neg2;2;2;neg2;2;neg2;0;4;1;7;6;7;6;7;7;2;7;3;6;6;6;5;7;2;3;5;4;6;2;4;1;6;7;4;1;7;7;7;7;1;2;2;1;I was very impressed with the vehicle's visual cues and decision making overall.
49;01.01.1980 00:00;11;en;2137039161;6614a5298c82365421d9b0b9;35;A2;A3;A4;6;A1;A4;4;5;5;4;6;4;132;Y;Y;Y;Y;Y;;Y;;10;3;3;2;2;4;4;5;1;4;2;5;2;2;neg2;2;2;neg2;2;neg2;1;5;1;7;6;6;5;6;7;2;6;4;5;2;2;2;6;1;1;4;7;7;7;5;1;7;7;1;2;6;7;7;7;1;5;5;6;the study worked perfectly with no issues. my only concern is the sensors were reading cars as pedestrians and i don't know why it would do that. 
50;01.01.1980 00:00;11;en;562110258;5fd4125ed9973916d62d9958;34;A2;A4;A2;18;A1;A3;5;4;5;2;2;1;132;Y;Y;Y;Y;Y;;Y;;12;3neg;2neg;3;2;5;5;5;1;5;1;5;2;neg1;neg2;1;1;neg1;1;neg1;0;4;2;7;7;6;6;7;6;2;5;7;6;7;7;5;6;2;1;2;4;5;3;3;1;6;5;7;2;6;7;7;7;1;3;3;3;
53;01.01.1980 00:00;11;en;1610923573;66bbb5887b23748d0940794b;25;A1;A3;A3;5;A3;A2;5;5;5;7;6;7;one three two;Y;Y;Y;Y;Y;;Y;;17;0;0;0;1neg;4;4;4;1;3;3;5;1;0;neg1;neg1;1;0;1;0;neg2;4;2;3;7;6;3;6;6;2;6;2;4;1;1;1;2;2;3;3;2;7;6;5;1;6;6;2;2;4;6;6;7;2;6;6;6;
56;01.01.1980 00:00;11;en;1899544213;6630da66ecc00f81e26c343e;45;A1;A4;A3;22;A3;A5;3;4;2;2;2;2;132;Y;Y;Y;Y;Y;;Y;;10;3;3;3;3;4;4;4;1;4;1;5;1;0;neg2;1;1;0;1;neg1;neg1;3;3;3;3;3;3;3;3;2;6;4;3;3;2;1;4;4;4;4;4;6;5;4;4;5;5;4;2;5;4;5;5;3;5;5;4;The simulation video is entirely too long.
60;01.01.1980 00:00;11;en;1974186372;605fa46fdafbf129160d1777;29;A2;A4;A3;11;A1;A3;4;3;4;7;7;8;132;Y;Y;Y;Y;Y;;Y;;10;2;2;0;1;3;3;3;1;3;2;5;1;neg1;neg1;1;0;0;1;neg1;0;2;2;2;5;5;2;6;6;1;6;4;3;2;1;2;4;4;6;5;2;4;3;3;1;6;5;5;3;6;5;3;4;6;3;7;7;
61;01.01.1980 00:00;11;en;1024585963;65366f503ec8c39f31048d00;29;A1;A4;A4;13;A1;A3;5;5;4;4;6;6;132;Y;Y;Y;Y;Y;;Y;;12;0;1neg;3;1;3;3;5;2;5;2;5;1;0;neg2;1;1;0;2;neg1;neg1;3;2;6;7;5;3;6;6;2;6;3;4;5;7;6;7;2;4;5;3;3;5;4;1;5;5;7;1;5;5;6;7;1;6;7;7;
62;01.01.1980 00:00;11;en;1192089601;5e05ab290db892fcd8036b1a;51;A1;A4;A4;30;A1;A5;2;2;4;2;2;2;132;Y;Y;Y;Y;Y;;Y;;18;3;3;3;3;2;2;4;2;4;2;5;2;neg1;1;0;1;0;2;neg2;2;2;2;2;2;7;2;6;7;2;7;5;3;7;7;7;7;7;7;7;7;7;7;1;1;6;7;2;3;5;6;5;7;5;3;3;6;
63;01.01.1980 00:00;11;en;251099922;66c5e309234fee3d89c3f5e7;45;A2;A4;A3;29;A1;A3;2;2;1;1;1;1;one three two;Y;Y;Y;Y;Y;;Y;;5;3;3;3;3;2;2;1;2;4;2;5;1;1;neg1;0;0;1;1;neg1;neg1;3;1;3;5;5;6;5;3;2;6;4;5;2;6;3;6;5;2;2;1;6;1;3;1;5;5;2;2;3;6;6;5;2;6;6;7;I think if you could give more views of the front of the vehicle it would be helpful. 
64;01.01.1980 00:00;11;en;1048344200;66661b1242b581f199e49f4c;38;A2;A3;A3;20;A1;A3;4;4;5;5;9;6;132;Y;Y;Y;Y;Y;;Y;;10;0;1;1;1;3;4;4;2;3;2;5;1;1;neg1;1;1;neg2;2;neg1;1;4;2;6;5;6;5;7;6;2;6;4;5;4;5;3;5;4;6;5;6;5;5;5;1;6;6;6;1;6;5;6;6;2;6;7;5;
69;01.01.1980 00:00;11;en;1856191962;660f308e0a7a1c6ec086b467;55;A1;A4;A6;34;A3;A1;3;3;5;3;5;4;132;Y;Y;Y;Y;Y;;Y;;11;1neg;1;1;0;4;4;3;2;4;2;5;1;1;neg2;1;2;neg1;1;0;0;3;2;6;6;6;5;7;7;1;7;2;6;5;6;4;6;1;2;2;4;5;5;4;1;4;6;2;1;7;6;7;7;4;5;5;5;The only concern I had was with the constant changing of predictions when there was a lot of pedestrians. 
70;01.01.1980 00:00;11;en;1507143699;660f308e0a7a1c6ec086b467;55;A1;A4;A6;34;A5;A1;2;3;5;8;8;7;132;Y;Y;Y;Y;Y;;Y;;10;0;0;3;1;4;4;3;1;3;2;5;1;0;neg1;0;1;neg1;2;neg1;0;3;1;6;5;7;5;6;6;5;6;4;5;4;6;5;6;2;2;3;3;4;5;5;1;4;6;1;3;6;6;7;7;3;5;5;5;At one point I felt the vehicle was too close to a vehicle in front of it. Also, some of the pedestrians prediction seemed off or delayed.
75;01.01.1980 00:00;11;en;190592744;1,11122E+23;25;A1;A4;A2;8;A6;A1;5;4;4;4;3;7;132;Y;Y;Y;Y;Y;;Y;;15;1neg;2neg;2neg;1neg;2;2;1;2;1;2;5;neg1;neg1;1;neg2;neg1;1;neg1;1;1;2;5;2;3;3;2;5;5;6;2;3;3;3;5;3;5;6;6;7;7;7;7;2;1;2;1;2;5;2;1;2;2;6;1;3;6;
80;01.01.1980 00:00;11;en;1569291426;5d5c25578af5fd0001ef3aee;43;A1;A4;A3;25;A1;A2;4;4;4;6;6;6;132;Y;Y;Y;Y;Y;;Y;;3;2;2;2;2;3;4;4;1;4;1;5;2;2;neg1;2;2;neg1;2;neg1;2;4;2;5;6;6;5;6;6;2;6;4;6;4;5;3;6;2;4;5;6;6;2;5;1;5;6;6;2;6;6;6;6;2;2;2;2;I thought the vehicle drove safely and smoothly. It was easy to predict what the vehicle was going to do next
82;01.01.1980 00:00;11;en;557650591;60fd6618f9a377f54dcdf318;38;A2;A4;A3;18;A1;A2;2;2;2;3;4;3;132;Y;Y;Y;Y;Y;;Y;;11;2neg;0;2neg;2neg;2;2;2;1;4;2;5;2;1;neg2;1;2;neg2;2;0;0;2;4;2;2;2;2;3;2;1;4;4;4;1;2;1;2;2;2;4;2;3;3;4;1;3;3;5;3;5;5;5;5;3;4;5;4;
83;01.01.1980 00:00;11;en;1824614978;63254db937c17e8e9200fd54;28;A2;A4;A2;12;A1;A4;5;5;5;8;7;8;132;Y;Y;Y;Y;Y;;Y;;1;3neg;3neg;3neg;3neg;4;3;2;1;4;1;5;2;2;neg2;2;2;neg2;2;neg2;0;3;2;5;7;5;5;7;7;1;7;7;6;1;5;4;5;6;6;6;5;7;5;6;1;6;6;3;2;7;6;7;5;7;2;4;5;
85;01.01.1980 00:00;11;en;277403796;62b1ed31eaaaa61b18c69032;36;A1;A3;A3;20;A3;A5;4;5;5;6;3;8;132;Y;Y;Y;Y;Y;;Y;;16;1neg;2;2;3;3;4;4;2;4;1;5;1;0;neg1;2;2;neg1;2;neg1;2;2;5;1;5;5;1;6;6;4;6;4;3;6;1;1;7;5;5;6;6;6;4;5;1;6;5;4;2;5;5;7;7;4;6;7;7;It had a lot of difficulty predicting what people would do and in some cases got it wrong.
86;01.01.1980 00:00;11;en;219103165;6096ee4ed5f41e6e17598ec9;41;A2;A3;A3;27;A1;A5;4;3;4;8;6;9;132;Y;Y;Y;Y;Y;;Y;;3;2;3;3;2;4;4;5;1;5;2;5;2;2;neg2;2;2;neg2;2;neg2;0;4;1;6;6;7;6;7;7;1;6;4;2;4;5;7;7;2;1;5;4;7;5;6;1;5;7;2;1;7;6;6;5;2;4;6;6;Very very interesting! I was watching the traffic in a whole new way, the icons above the pedestrians were very cool to see. I like watching the predictions on there movements. I have to say technology is amazing! 
87;01.01.1980 00:00;11;en;834369711;5ca749ff98b35f0001f7559d;38;A1;A4;A6;5;A1;A3;5;5;5;10;10;5;132;Y;Y;Y;Y;Y;;Y;;20;3;3;3;3;5;5;5;5;5;1;5;2;2;neg2;2;2;neg2;neg2;neg2;0;5;1;7;7;7;7;7;7;1;7;1;7;7;7;7;7;7;7;4;1;1;1;1;1;1;1;4;1;7;7;7;7;1;7;7;7;
89;01.01.1980 00:00;11;en;188867074;6687c2949dd2d0b9f4b52293;33;A1;A5;A3;9;A2;A5;4;4;4;7;5;6;132;Y;Y;Y;Y;Y;;Y;;15;3;3;3;3;5;5;5;1;4;1;5;2;2;neg2;2;2;neg2;2;neg2;0;4;1;6;6;6;6;6;6;7;6;6;6;1;1;1;1;5;2;6;4;6;6;6;1;5;5;5;1;6;6;6;6;6;6;6;6;
91;01.01.1980 00:00;11;en;1680712017;655f8e16de054f7d10cb92d0;32;A1;A4;A3;14;A1;A5;2;3;5;3;4;7;one three two;Y;Y;Y;Y;Y;;Y;;15;1neg;1;1;0;3;4;3;2;4;2;5;1;1;neg1;1;1;neg1;1;neg1;1;4;2;2;6;5;1;6;6;1;6;5;5;4;2;6;6;4;3;5;7;7;6;5;1;4;6;2;2;6;6;6;7;4;6;5;7;
93;01.01.1980 00:00;11;en;1744302914;66afcaa60f7d8f58dc21db8e;35;A1;A4;A3;15;A1;A4;5;5;5;10;9;9;132;Y;Y;Y;Y;Y;;Y;;19;0;3neg;3;2;4;4;3;1;4;5;5;2;2;neg2;2;2;neg2;2;neg1;2;4;1;7;7;6;6;6;7;1;7;2;2;5;6;5;6;1;1;4;1;1;1;1;1;1;1;1;1;6;6;7;7;2;2;2;2;
94;01.01.1980 00:00;11;en;2092277919;6631fb973b8c5d18eb1ad513;33;A1;A4;A4;17;A2;A5;2;3;4;4;7;3;132;Y;Y;Y;Y;Y;;Y;;5;2;2;2;2;4;4;4;2;4;2;5;2;2;neg1;neg1;neg1;neg1;neg1;neg1;1;2;2;6;6;6;6;5;5;2;6;2;2;2;2;5;5;4;4;5;5;3;5;5;5;5;5;5;2;3;5;5;5;2;2;5;5;
96;01.01.1980 00:00;11;en;843892437;667ff3711e30726d16f919c7;55;A1;A3;A3;40;A1;A3;3;4;3;3;3;3;132;Y;Y;Y;Y;Y;;Y;;18;1;1neg;1neg;0;3;3;3;3;3;2;5;1;1;neg1;1;1;neg1;1;neg1;1;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;7;6;7;1;6;6;6;2;5;6;5;6;5;6;6;6;The automated vehicle did not always do what I thought.  Such as when turning a corner is went to the far left lane and should have turned into the far right lane.
98;01.01.1980 00:00;11;en;1207552740;66608717511d33975d38bd34;19;A1;A3;A2;2;A6;A1;2;4;4;3;4;3;one three two;Y;Y;Y;Y;Y;;Y;;14;2;0;3;1neg;4;4;3;3;4;4;5;1;0;neg1;1;1;0;1;0;neg1;2;3;5;6;6;4;5;5;3;5;4;3;4;5;6;3;5;7;7;5;7;6;5;1;5;5;5;3;3;5;5;3;5;6;7;7;
100;01.01.1980 00:00;11;en;1979960780;5d332957d0635b00013bd785;29;A2;A5;A3;10;A1;A3;5;4;5;4;5;5;132;Y;Y;Y;Y;Y;;Y;;11;0;0;1;1;4;4;4;1;4;1;5;2;2;neg2;1;1;neg1;2;neg1;1;4;1;6;6;5;6;6;6;1;6;4;5;2;2;2;6;1;2;5;4;4;6;4;1;4;6;3;1;7;6;6;6;2;5;5;5;It missed a handful of people at a bus stop and didn't identify the guy in the moped until almost at the end. 
101;01.01.1980 00:00;11;en;1431357202;615528d84655a2ab9655a686;36;A2;A3;A3;20;A2;A2;5;5;2;4;4;4;one three two;Y;Y;Y;Y;Y;;Y;;6;3;3;3;3;3;3;3;5;5;1;5;2;2;neg2;1;2;neg2;2;neg2;2;3;2;3;5;4;3;5;5;3;5;4;6;6;4;6;5;6;6;6;1;5;4;7;1;4;4;1;2;6;6;6;6;4;4;4;7;No additional feedback.
102;01.01.1980 00:00;11;en;1906742992;663b3c89bb37320e461e78a8;64;A2;A5;A3;40;A1;A5;3;3;3;6;6;6;132;Y;Y;Y;Y;Y;;Y;;9;2neg;1neg;2neg;2neg;4;3;2;5;5;3;5;neg1;neg1;2;neg1;neg1;2;neg1;2;neg1;4;1;6;6;6;6;6;6;1;6;3;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;2;5;5;5;interesting survey 
104;01.01.1980 00:00;11;en;901302607;6677f5427f4f962c707a91bb;50;A2;A4;A3;35;A1;A1;5;5;5;8;8;9;one three two;Y;Y;Y;Y;Y;;Y;;5;2;2;3;2;5;5;5;1;4;1;5;2;1;neg2;1;2;neg2;2;neg2;0;3;4;6;7;7;6;6;7;1;7;2;6;6;2;3;5;2;1;5;2;6;6;5;1;6;7;6;1;7;7;7;6;5;6;6;6;No feedback, it was very informative. Thank you
106;01.01.1980 00:00;11;en;688315322;66475899abb5d338e3f2ba4f;29;A2;A4;A2;3;A4;A1;3;5;4;3;3;3;one three two;Y;Y;Y;Y;Y;;Y;;16;1;1;1;1;3;3;4;2;5;2;5;1;1;neg1;1;1;neg1;1;0;neg2;2;4;2;7;7;2;6;6;3;6;4;3;3;2;6;6;5;4;5;5;6;3;5;1;5;4;3;4;5;6;6;6;3;6;4;5;
110;01.01.1980 00:00;11;en;1880281073;614f89c684db5a8edbbd8ab8;48;A2;A4;A3;32;A1;A3;5;5;5;4;3;4;132;Y;Y;Y;Y;Y;;Y;;7;3neg;3neg;3neg;3neg;3;3;4;2;3;2;5;0;neg1;0;neg1;0;1;0;0;neg1;2;3;3;4;4;3;5;6;2;6;3;5;3;4;3;5;5;2;2;3;2;4;4;1;2;3;2;2;5;5;5;4;6;3;4;5;"Might be good to have different levels of activity, maybe a high, med, low model, depending on how much information the person wanted to see.
"
111;01.01.1980 00:00;11;en;1662247889;55b237e6fdf99b19ea79d2f7;56;A1;A4;A3;38;A2;A2;3;2;2;1;3;1;132;Y;Y;Y;Y;Y;;Y;;20;2;2;3;1;2;2;1;3;3;4;5;0;neg2;1;neg2;neg1;1;0;1;2;1;4;1;1;4;1;5;5;4;5;6;3;7;7;7;6;6;6;7;7;7;7;7;1;4;3;6;4;4;3;5;7;3;7;7;7;There were times when there was a light blue badge over a pedestrian when they were getting ready to cross and were not planning to stay on the sidewalk. I felt like the colored badges were not always accurate. There were also yellow highlights over things that were not traffic signs.
113;01.01.1980 00:00;11;en;242377323;66463e513e10c3b57f70e4f0;36;A2;A4;A5;20;A1;A2;4;3;4;5;6;5;132;Y;Y;Y;Y;Y;;Y;;4;0;1neg;1;1;3;3;4;2;4;2;5;1;1;neg1;1;1;0;1;neg1;neg1;4;1;4;5;5;3;5;5;1;5;3;4;5;5;5;5;2;3;4;3;4;3;4;1;5;5;4;3;4;5;5;5;2;5;5;4;
115;01.01.1980 00:00;11;en;1629033205;613929236e3092c6bad219ab;36;A4;A4;A3;19;A1;A4;4;5;4;6;6;6;one three two;Y;Y;Y;Y;Y;;Y;;10;0;3neg;0;3neg;4;4;4;1;4;1;5;2;2;neg2;2;2;neg2;2;neg2;0;3;1;4;7;7;2;5;5;1;7;4;7;7;7;7;7;4;4;3;4;7;2;3;1;5;5;6;2;6;6;6;6;4;6;6;6;it was good
117;01.01.1980 00:00;11;en;1151340082;5d3e29edecbab2001939acf8;39;A2;A5;A1;21;A1;A2;5;5;5;9;9;9;132;Y;Y;Y;Y;Y;;Y;;17;3;3;3;3;5;5;5;2;5;2;5;2;2;neg2;2;2;neg2;2;neg2;2;4;3;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;1;1;4;4;6;2;6;6;6;6;1;7;7;7;7;7;7;7;7;NA
121;01.01.1980 00:00;11;en;439395141;663a7a1a6c7d90e2f2897319;34;A1;A4;A6;22;A1;A4;4;4;5;4;9;4;132;Y;Y;Y;Y;Y;;Y;;16;1neg;0;0;1neg;2;3;4;2;4;2;5;1;0;neg1;1;1;neg1;neg1;neg1;1;4;2;2;4;4;3;5;5;3;5;5;5;3;3;3;5;6;6;6;6;6;7;3;1;6;6;2;4;6;6;6;6;2;6;7;7;+this was very interesting, i would really enjoy seeing more about its predictions, and what its intent would be if its predictions were wrong, what if a kid did bolt into the street for not reason? etc?
122;01.01.1980 00:00;11;en;561799268;65cbe8940549c170484ea078;27;A1;A4;A3;12;A1;A2;5;5;5;10;10;10;one three two;Y;Y;Y;Y;Y;;Y;;4;1;2;3;3;5;5;5;5;5;1;5;2;2;neg2;2;2;neg2;2;neg2;2;5;5;6;5;7;7;7;7;1;6;1;6;5;7;6;7;1;1;4;4;6;6;3;1;7;7;7;1;6;7;7;7;4;7;4;4;
123;01.01.1980 00:00;11;en;1938305847;61528277afcb4906d01e0442;32;A1;A3;A6;9;A1;A3;3;3;5;6;6;5;132;Y;Y;Y;Y;Y;;Y;;11;3;3;2;2;5;5;5;1;4;1;5;2;2;neg2;2;1;neg1;2;neg2;0;4;3;4;6;7;5;7;7;1;6;1;6;5;7;5;6;3;4;6;2;5;2;1;1;5;6;4;2;7;7;6;6;2;3;4;4;
124;01.01.1980 00:00;11;en;1932474552;66c6af5630db21d563e02098;25;A2;A4;A5;6;A2;A5;4;3;4;7;8;5;132;Y;Y;Y;Y;Y;;Y;;9;2;3;2;2;4;4;3;1;5;3;5;2;2;neg2;2;1;neg2;1;neg1;0;5;1;5;7;6;4;5;6;1;6;5;6;5;4;4;5;3;2;4;2;4;4;5;1;6;6;5;2;7;7;7;7;2;6;5;7;Does the detection system also detects human reflections from glass windows or panels? This could confuse the system about the intention of the human if the situation were to occur. Also, how about people that are either running or doing something irrational like crossing during a green light? Could be dangerous but would like to see if these situations can help improve on detecting pedestrians. 
127;01.01.1980 00:00;11;en;1565541511;66be08b5f9433fa1e4f9decc;35;A1;A4;A3;17;A1;A5;4;4;4;3;3;2;132;Y;Y;Y;Y;Y;;Y;;19;3;3;1neg;1;3;3;2;2;4;2;5;1;1;neg1;0;1;neg1;1;neg1;1;2;2;2;3;3;4;5;6;2;7;6;3;6;6;6;2;4;6;6;1;1;6;4;1;4;6;2;5;5;5;5;7;3;7;7;7;I think the visualization was pretty good, however i would add light music in the background because most of the time while driving something is always playing.
132;01.01.1980 00:00;11;en;1304444935;665aa22fdf894eb352486c4e;23;A2;A4;A3;2;A3;A3;5;5;5;10;10;10;132;Y;Y;Y;Y;Y;;Y;;20;2;3;3;3;5;5;5;5;5;3;5;2;2;neg2;2;neg2;neg2;2;neg2;2;5;1;7;7;7;7;7;7;2;7;5;7;5;7;7;7;1;1;6;7;7;6;7;1;7;7;7;1;7;7;7;7;7;7;7;7;The automated vehicle  is very great and I would like them to spread to the whole world
